Interaction_id_system;Interaction_date;User_id_system;Product_id;TypeInt_id;Event;Location;Quantity;Product_rating
I0896;4/09/2025 03:01;U048;P095;TipInt004;Cyber Monday;Sydney, Australia;5;3.3
I0435;4/09/2025 05:38;U076;P022;TipInt002;Cyber Monday;Berlin, Germany;-;2.6
I0100;4/09/2025 20:55;U093;P032;TipInt001;Regular Day;Toronto, Canada;-;4.1
I0324;4/09/2025 23:27;U089;P077;TipInt002;Cyber Monday;Toronto, Canada;-;3.6
I0168;5/09/2025 02:02;U035;P081;TipInt002;Regular Day;Berlin, Germany;-;3.6
I0064;5/09/2025 05:45;U015;P035;TipInt001;Cyber Monday;Sydney, Australia;-;2.1
I0621;5/09/2025 16:16;U044;P018;TipInt004;Regular Day;Berlin, Germany;3;2.8
I0397;5/09/2025 20:41;U063;P053;TipInt001;Spring Sale;London, UK;-;1.2
I0835;6/09/2025 01:53;U029;P059;TipInt001;Regular Day;New York, USA;-;3.6
I0220;6/09/2025 02:28;U026;P057;TipInt001;Spring Sale;Sydney, Australia;-;3.1
I0095;6/09/2025 07:38;U011;P042;TipInt001;Spring Sale;Toronto, Canada;-;1.3
I0346;6/09/2025 11:39;U038;P001;TipInt003;Regular Day;London, UK;-;4.9
I0436;6/09/2025 18:09;U017;P054;TipInt001;Holiday Sale;London, UK;-;1.8
I0762;7/09/2025 06:44;U055;P032;TipInt003;Black Friday;Berlin, Germany;-;4.1
I0728;8/09/2025 00:05;U009;P027;TipInt002;Holiday Sale;Toronto, Canada;-;1.6
I0921;8/09/2025 03:25;U082;P064;TipInt003;Cyber Monday;Toronto, Canada;-;5
I0022;8/09/2025 10:44;U047;P086;TipInt004;Regular Day;Sydney, Australia;5;3.9
I0177;8/09/2025 13:44;U057;P005;TipInt001;Cyber Monday;New York, USA;-;4.8
I0561;8/09/2025 17:26;U004;P035;TipInt003;Cyber Monday;London, UK;-;2.1
I0491;8/09/2025 19:20;U010;P023;TipInt001;Cyber Monday;Berlin, Germany;-;1.7
I0420;9/09/2025 17:10;U021;P016;TipInt003;Regular Day;Sydney, Australia;-;4
I0866;9/09/2025 18:05;U038;P044;TipInt002;Regular Day;London, UK;-;2.9
I0187;9/09/2025 18:26;U053;P057;TipInt004;Spring Sale;New York, USA;1;3.1
I0110;9/09/2025 21:35;U051;P096;TipInt004;Regular Day;New York, USA;5;2.8
I0925;10/09/2025 02:14;U054;P003;TipInt004;Spring Sale;New York, USA;5;1.7
I0385;10/09/2025 12:19;U047;P019;TipInt002;Holiday Sale;Sydney, Australia;-;1.9
I0181;10/09/2025 12:47;U041;P017;TipInt002;Black Friday;Berlin, Germany;-;1.7
I0098;10/09/2025 15:24;U076;P094;TipInt002;Regular Day;Berlin, Germany;-;2.9
I0590;10/09/2025 17:18;U038;P038;TipInt004;Cyber Monday;London, UK;4;2
I0722;11/09/2025 00:08;U065;P042;TipInt004;Spring Sale;Toronto, Canada;3;1.3
I0711;11/09/2025 07:04;U077;P014;TipInt004;Black Friday;Sydney, Australia;2;4.4
I0291;11/09/2025 07:45;U090;P031;TipInt004;Cyber Monday;Toronto, Canada;1;2.7
I0255;12/09/2025 00:19;U028;P061;TipInt002;Regular Day;Sydney, Australia;-;4.3
I0015;12/09/2025 08:55;U076;P086;TipInt001;Black Friday;Berlin, Germany;-;3.9
I0315;12/09/2025 09:55;U031;P000;TipInt003;Cyber Monday;Toronto, Canada;-;3.6
I0714;12/09/2025 20:50;U041;P049;TipInt001;Regular Day;Berlin, Germany;-;1.3
I0972;1/10/2025 01:48;U064;P031;TipInt001;Cyber Monday;New York, USA;-;2.7
I0174;1/10/2025 03:13;U078;P014;TipInt002;Holiday Sale;Toronto, Canada;-;4.4
I0675;1/10/2025 11:12;U094;P042;TipInt002;Holiday Sale;Berlin, Germany;-;1.3
I0639;2/10/2025 04:24;U018;P033;TipInt002;Spring Sale;Sydney, Australia;-;4.1
I0545;2/10/2025 16:21;U019;P082;TipInt003;Spring Sale;Sydney, Australia;-;4.8
I0210;2/10/2025 22:49;U007;P087;TipInt003;Spring Sale;New York, USA;-;2.3
I0288;2/10/2025 23:26;U003;P000;TipInt001;Cyber Monday;London, UK;-;3.6
I0666;3/10/2025 03:10;U016;P079;TipInt004;Black Friday;Sydney, Australia;1;5
I0774;3/10/2025 11:02;U061;P027;TipInt003;Regular Day;Berlin, Germany;-;1.6
I0061;3/10/2025 16:42;U039;P058;TipInt004;Holiday Sale;New York, USA;4;3.7
I0430;3/10/2025 17:02;U054;P033;TipInt004;Black Friday;New York, USA;5;4.1
I0059;4/10/2025 02:28;U091;P048;TipInt001;Holiday Sale;London, UK;-;1.9
I0596;4/10/2025 15:19;U000;P084;TipInt004;Cyber Monday;London, UK;5;3.7
I0081;4/10/2025 22:57;U018;P030;TipInt003;Black Friday;Sydney, Australia;-;1.4
I0263;5/10/2025 03:01;U056;P074;TipInt004;Cyber Monday;Toronto, Canada;4;2.5
I0964;5/10/2025 13:21;U016;P054;TipInt002;Cyber Monday;Sydney, Australia;-;1.8
I0214;5/10/2025 14:57;U062;P034;TipInt002;Regular Day;Berlin, Germany;-;1.9
I0078;5/10/2025 16:25;U067;P009;TipInt002;Spring Sale;Berlin, Germany;-;2.5
I0502;7/10/2025 00:29;U028;P048;TipInt001;Holiday Sale;Sydney, Australia;-;1.9
I0732;7/10/2025 11:52;U043;P059;TipInt003;Regular Day;Toronto, Canada;-;3.6
I0273;9/10/2025 02:58;U005;P039;TipInt002;Cyber Monday;New York, USA;-;1.8
I0767;9/10/2025 11:41;U048;P013;TipInt002;Black Friday;Sydney, Australia;-;3.8
I0068;9/10/2025 12:37;U014;P077;TipInt004;Regular Day;Sydney, Australia;4;3.6
I0262;9/10/2025 16:04;U056;P043;TipInt002;Holiday Sale;Toronto, Canada;-;1.6
I0374;9/10/2025 16:25;U095;P078;TipInt003;Spring Sale;Toronto, Canada;-;3.4
I0025;9/10/2025 19:38;U030;P056;TipInt001;Regular Day;Berlin, Germany;-;4.2
I0847;10/10/2025 10:29;U047;P084;TipInt002;Holiday Sale;Sydney, Australia;-;3.7
I0033;10/10/2025 11:43;U017;P096;TipInt002;Cyber Monday;London, UK;-;2.8
I0965;10/10/2025 16:35;U067;P043;TipInt001;Regular Day;Berlin, Germany;-;1.6
I0083;10/10/2025 17:16;U074;P021;TipInt001;Holiday Sale;New York, USA;-;1.9
I0579;11/10/2025 01:59;U078;P008;TipInt002;Regular Day;Toronto, Canada;-;1.9
I0679;11/10/2025 07:28;U002;P027;TipInt001;Cyber Monday;London, UK;-;1.6
I0668;11/10/2025 08:34;U048;P039;TipInt002;Black Friday;Sydney, Australia;-;1.8
I0646;11/10/2025 18:57;U037;P046;TipInt002;Cyber Monday;Berlin, Germany;-;3.4
I0104;11/10/2025 19:49;U000;P047;TipInt003;Holiday Sale;London, UK;-;2
I0073;11/10/2025 20:16;U016;P050;TipInt002;Black Friday;Sydney, Australia;-;2.4
I0236;12/10/2025 04:25;U001;P076;TipInt001;Spring Sale;Toronto, Canada;-;2.2
I0608;12/10/2025 13:05;U021;P012;TipInt001;Black Friday;Sydney, Australia;-;3.2
I0683;12/10/2025 21:45;U098;P024;TipInt003;Black Friday;Berlin, Germany;-;3.1
I0028;1/11/2025 06:04;U051;P038;TipInt002;Cyber Monday;New York, USA;-;2
I0462;1/11/2025 07:29;U052;P070;TipInt001;Holiday Sale;New York, USA;-;4
I0844;1/11/2025 10:10;U099;P083;TipInt002;Regular Day;London, UK;-;2.2
I0791;1/11/2025 15:39;U053;P020;TipInt001;Holiday Sale;New York, USA;-;1.4
I0499;2/11/2025 03:33;U092;P064;TipInt003;Regular Day;New York, USA;-;5
I0805;2/11/2025 06:22;U005;P091;TipInt003;Regular Day;New York, USA;-;4.6
I0180;2/11/2025 09:42;U001;P098;TipInt002;Regular Day;Toronto, Canada;-;2.9
I0434;2/11/2025 18:49;U095;P058;TipInt004;Holiday Sale;Toronto, Canada;3;3.7
I0229;3/11/2025 02:25;U021;P019;TipInt002;Regular Day;Sydney, Australia;-;1.9
I0046;3/11/2025 05:13;U005;P042;TipInt003;Black Friday;New York, USA;-;1.3
I0478;4/11/2025 00:52;U011;P013;TipInt001;Holiday Sale;Toronto, Canada;-;3.8
I0568;4/11/2025 13:51;U069;P054;TipInt002;Regular Day;Toronto, Canada;-;1.8
I0990;4/11/2025 13:57;U074;P028;TipInt001;Spring Sale;New York, USA;-;2.6
I0398;5/11/2025 02:27;U067;P067;TipInt001;Spring Sale;Berlin, Germany;-;2.7
I0997;5/11/2025 04:57;U005;P022;TipInt001;Spring Sale;New York, USA;-;2.6
I0278;5/11/2025 16:24;U078;P016;TipInt002;Cyber Monday;Toronto, Canada;-;4
I0048;5/11/2025 20:48;U084;P056;TipInt003;Holiday Sale;New York, USA;-;4.2
I0909;5/11/2025 22:18;U044;P057;TipInt002;Spring Sale;Berlin, Germany;-;3.1
I0101;6/11/2025 00:14;U047;P002;TipInt004;Holiday Sale;Sydney, Australia;5;1.4
I0020;6/11/2025 10:38;U002;P086;TipInt004;Regular Day;London, UK;4;3.9
I0327;6/11/2025 20:43;U019;P037;TipInt003;Holiday Sale;Sydney, Australia;-;2.9
I0516;7/11/2025 04:25;U057;P066;TipInt003;Spring Sale;New York, USA;-;1.8
I0223;7/11/2025 06:31;U045;P074;TipInt004;Spring Sale;Berlin, Germany;2;2.5
I0463;8/11/2025 11:36;U047;P063;TipInt001;Regular Day;Sydney, Australia;-;3.6
I0441;8/11/2025 17:21;U048;P050;TipInt004;Regular Day;Sydney, Australia;2;2.4
I0839;8/11/2025 19:40;U090;P086;TipInt004;Holiday Sale;Toronto, Canada;3;3.9
I0276;9/11/2025 04:53;U055;P052;TipInt001;Regular Day;Berlin, Germany;-;2.5
I0627;10/11/2025 02:32;U022;P031;TipInt003;Cyber Monday;Toronto, Canada;-;2.7
I0002;10/11/2025 06:42;U022;P066;TipInt004;Spring Sale;Toronto, Canada;3;1.8
I0946;10/11/2025 15:41;U057;P054;TipInt004;Holiday Sale;New York, USA;1;1.8
I0656;10/11/2025 16:42;U058;P000;TipInt002;Black Friday;Sydney, Australia;-;3.6
I0360;10/11/2025 22:38;U065;P036;TipInt004;Cyber Monday;Toronto, Canada;4;4.8
I0515;10/11/2025 23:16;U093;P026;TipInt002;Cyber Monday;Toronto, Canada;-;3.5
I0290;11/11/2025 01:41;U097;P097;TipInt002;Regular Day;Sydney, Australia;-;2.5
I0755;11/11/2025 05:25;U085;P027;TipInt001;Holiday Sale;Berlin, Germany;-;1.6
I0996;11/11/2025 10:57;U047;P034;TipInt003;Cyber Monday;Sydney, Australia;-;1.9
I0459;11/11/2025 15:43;U031;P067;TipInt001;Holiday Sale;Toronto, Canada;-;2.7
I0232;11/11/2025 19:33;U007;P011;TipInt002;Regular Day;New York, USA;-;2.7
I0538;11/11/2025 20:15;U062;P051;TipInt002;Holiday Sale;Berlin, Germany;-;2.5
I0052;12/11/2025 06:11;U059;P052;TipInt001;Holiday Sale;Berlin, Germany;-;2.5
I0795;12/11/2025 15:57;U068;P014;TipInt003;Cyber Monday;Sydney, Australia;-;4.4
I0924;12/11/2025 16:39;U099;P017;TipInt002;Spring Sale;London, UK;-;1.7
I0838;12/11/2025 20:33;U003;P017;TipInt001;Holiday Sale;London, UK;-;1.7
I0284;1/12/2025 01:39;U012;P047;TipInt002;Holiday Sale;Berlin, Germany;-;2
I0840;1/12/2025 01:52;U082;P096;TipInt003;Black Friday;Toronto, Canada;-;2.8
I0254;2/12/2025 17:56;U099;P059;TipInt004;Black Friday;London, UK;4;3.6
I0845;3/12/2025 12:22;U098;P034;TipInt001;Black Friday;Berlin, Germany;-;1.9
I0817;3/12/2025 17:21;U070;P051;TipInt001;Spring Sale;London, UK;-;2.5
I0720;3/12/2025 20:04;U072;P086;TipInt004;Holiday Sale;Toronto, Canada;1;3.9
I0120;4/12/2025 00:58;U017;P094;TipInt004;Holiday Sale;London, UK;3;2.9
I0119;4/12/2025 18:16;U009;P082;TipInt001;Black Friday;Toronto, Canada;-;4.8
I0740;5/12/2025 01:34;U064;P006;TipInt001;Holiday Sale;New York, USA;-;3.3
I0043;5/12/2025 18:21;U009;P079;TipInt001;Holiday Sale;Toronto, Canada;-;5
I0904;5/12/2025 18:27;U074;P087;TipInt001;Regular Day;New York, USA;-;2.3
I0488;6/12/2025 22:07;U098;P062;TipInt001;Black Friday;Berlin, Germany;-;1.3
I0029;8/12/2025 02:12;U042;P097;TipInt003;Black Friday;London, UK;-;2.5
I0341;8/12/2025 02:51;U007;P045;TipInt003;Holiday Sale;New York, USA;-;2.2
I0495;8/12/2025 07:41;U087;P020;TipInt003;Cyber Monday;London, UK;-;1.4
I0661;8/12/2025 18:31;U008;P094;TipInt004;Cyber Monday;Berlin, Germany;3;2.9
I0859;9/12/2025 11:58;U063;P014;TipInt003;Regular Day;London, UK;-;4.4
I0629;9/12/2025 13:39;U061;P049;TipInt003;Holiday Sale;Berlin, Germany;-;1.3
I0268;9/12/2025 14:37;U084;P020;TipInt001;Black Friday;New York, USA;-;1.4
I0387;10/12/2025 19:11;U042;P029;TipInt002;Regular Day;London, UK;-;3.2
I0508;10/12/2025 19:43;U053;P035;TipInt003;Holiday Sale;New York, USA;-;2.1
I0482;10/12/2025 22:50;U037;P020;TipInt002;Holiday Sale;Berlin, Germany;-;1.4
I0551;10/12/2025 23:36;U010;P063;TipInt001;Cyber Monday;Berlin, Germany;-;3.6
I0760;11/12/2025 20:42;U075;P089;TipInt003;Black Friday;Sydney, Australia;-;4.3
I0943;12/12/2025 20:03;U083;P067;TipInt004;Holiday Sale;London, UK;3;2.7
I0331;1/13/2025 18:10;U061;P097;TipInt002;Holiday Sale;Berlin, Germany;-;2.5
I0376;1/13/2025 23:13;U027;P085;TipInt001;Black Friday;Sydney, Australia;-;4.5
I0692;1/13/2025 23:19;U073;P026;TipInt003;Cyber Monday;Berlin, Germany;-;3.5
I0307;1/14/2025 23:17;U032;P060;TipInt003;Regular Day;Toronto, Canada;-;1.6
I0986;1/15/2025 0:58;U059;P052;TipInt002;Black Friday;Berlin, Germany;-;2.5
I0311;1/15/2025 10:15;U011;P030;TipInt001;Regular Day;Toronto, Canada;-;1.4
I0450;1/16/2025 14:15;U091;P004;TipInt002;Spring Sale;London, UK;-;3.4
I0004;1/16/2025 2:45;U071;P057;TipInt002;Black Friday;Toronto, Canada;-;3.1
I0409;1/16/2025 8:55;U016;P016;TipInt004;Spring Sale;Sydney, Australia;4;4
I0549;1/17/2025 10:24;U019;P086;TipInt004;Spring Sale;Sydney, Australia;5;3.9
I0377;1/17/2025 21:04;U049;P020;TipInt001;Cyber Monday;Berlin, Germany;-;1.4
I0134;1/17/2025 21:17;U054;P041;TipInt004;Holiday Sale;New York, USA;2;3.7
I0297;1/18/2025 11:38;U074;P072;TipInt004;Holiday Sale;New York, USA;3;4.3
I0339;1/18/2025 12:40;U082;P085;TipInt002;Regular Day;Toronto, Canada;-;4.5
I0395;1/18/2025 21:13;U076;P029;TipInt004;Spring Sale;Berlin, Germany;2;3.2
I0918;1/18/2025 23:38;U061;P040;TipInt002;Spring Sale;Berlin, Germany;-;1.5
I0831;1/18/2025 3:05;U090;P063;TipInt003;Holiday Sale;Toronto, Canada;-;3.6
I0520;1/18/2025 9:33;U027;P043;TipInt004;Black Friday;Sydney, Australia;4;1.6
I0024;1/19/2025 6:45;U094;P080;TipInt004;Black Friday;Berlin, Germany;5;2.8
I0381;1/19/2025 9:31;U006;P017;TipInt002;Black Friday;London, UK;-;1.7
I0615;1/20/2025 18:53;U011;P072;TipInt001;Black Friday;Toronto, Canada;-;4.3
I0408;1/21/2025 6:51;U033;P089;TipInt003;Spring Sale;London, UK;-;4.3
I0744;1/22/2025 17:34;U084;P086;TipInt001;Spring Sale;New York, USA;-;3.9
I0687;1/22/2025 18:08;U035;P005;TipInt003;Regular Day;Berlin, Germany;-;4.8
I0326;1/22/2025 21:19;U020;P021;TipInt004;Spring Sale;Toronto, Canada;5;1.9
I0657;1/22/2025 9:19;U012;P068;TipInt002;Holiday Sale;Berlin, Germany;-;2.8
I0716;1/22/2025 9:34;U096;P014;TipInt003;Cyber Monday;Berlin, Germany;-;4.4
I0484;1/23/2025 17:37;U002;P058;TipInt002;Black Friday;London, UK;-;3.7
I0314;1/23/2025 7:12;U033;P060;TipInt001;Cyber Monday;London, UK;-;1.6
I0087;1/24/2025 10:39;U026;P000;TipInt002;Regular Day;Sydney, Australia;-;3.6
I0067;1/24/2025 19:11;U092;P081;TipInt001;Holiday Sale;New York, USA;-;3.6
I0742;1/24/2025 5:04;U093;P055;TipInt001;Cyber Monday;Toronto, Canada;-;3.3
I0960;1/25/2025 12:40;U084;P022;TipInt004;Holiday Sale;New York, USA;4;2.6
I0185;1/25/2025 9:36;U092;P037;TipInt001;Black Friday;New York, USA;-;2.9
I0509;1/26/2025 10:43;U066;P081;TipInt002;Spring Sale;London, UK;-;3.6
I0812;1/26/2025 14:43;U063;P020;TipInt001;Spring Sale;London, UK;-;1.4
I0019;1/26/2025 5:35;U015;P081;TipInt001;Regular Day;Sydney, Australia;-;3.6
I0920;1/27/2025 11:05;U050;P036;TipInt001;Regular Day;Sydney, Australia;-;4.8
I0873;1/27/2025 11:12;U081;P036;TipInt001;Black Friday;Sydney, Australia;-;4.8
I0005;1/27/2025 2:54;U022;P062;TipInt001;Black Friday;Toronto, Canada;-;1.3
I0654;1/28/2025 1:25;U005;P079;TipInt002;Cyber Monday;New York, USA;-;5
I0011;1/28/2025 11:29;U043;P097;TipInt004;Holiday Sale;Toronto, Canada;3;2.5
I0258;1/28/2025 14:41;U048;P069;TipInt004;Cyber Monday;Sydney, Australia;2;1.6
I0054;1/28/2025 20:03;U033;P032;TipInt004;Regular Day;London, UK;2;4.1
I0041;10/13/2025 21:47;U018;P026;TipInt004;Black Friday;Sydney, Australia;1;3.5
I0975;10/13/2025 22:05;U096;P082;TipInt002;Black Friday;Berlin, Germany;-;4.8
I0366;10/14/2025 19:48;U076;P004;TipInt002;Spring Sale;Berlin, Germany;-;3.4
I0636;10/14/2025 4:25;U022;P081;TipInt003;Black Friday;Toronto, Canada;-;3.6
I0423;10/14/2025 6:02;U004;P027;TipInt004;Holiday Sale;London, UK;3;1.6
I0989;10/14/2025 9:51;U062;P079;TipInt002;Black Friday;Berlin, Germany;-;5
I0966;10/15/2025 17:55;U092;P026;TipInt001;Holiday Sale;New York, USA;-;3.5
I0937;10/15/2025 18:12;U085;P020;TipInt004;Spring Sale;Berlin, Germany;5;1.4
I0892;10/15/2025 20:26;U002;P088;TipInt004;Black Friday;London, UK;1;1.9
I0967;10/15/2025 4:49;U055;P041;TipInt003;Holiday Sale;Berlin, Germany;-;3.7
I0427;10/16/2025 13:57;U028;P077;TipInt004;Cyber Monday;Sydney, Australia;3;3.6
I0367;10/16/2025 14:41;U058;P012;TipInt004;Holiday Sale;Sydney, Australia;4;3.2
I0734;10/16/2025 23:37;U006;P016;TipInt003;Cyber Monday;London, UK;-;4
I0512;10/17/2025 10:50;U056;P082;TipInt002;Black Friday;Toronto, Canada;-;4.8
I0036;10/17/2025 5:45;U058;P025;TipInt003;Spring Sale;Sydney, Australia;-;1.8
I0129;10/18/2025 0:46;U017;P069;TipInt002;Holiday Sale;London, UK;-;1.6
I0895;10/18/2025 12:24;U042;P054;TipInt002;Spring Sale;London, UK;-;1.8
I0283;10/18/2025 13:59;U033;P097;TipInt001;Holiday Sale;London, UK;-;2.5
I0637;10/18/2025 15:15;U077;P066;TipInt003;Spring Sale;Sydney, Australia;-;1.8
I0166;10/18/2025 18:02;U055;P036;TipInt003;Holiday Sale;Berlin, Germany;-;4.8
I0299;10/18/2025 5:14;U017;P040;TipInt001;Spring Sale;London, UK;-;1.5
I0330;10/18/2025 6:32;U069;P090;TipInt002;Black Friday;Toronto, Canada;-;4.1
I0670;10/18/2025 6:37;U069;P014;TipInt003;Spring Sale;Toronto, Canada;-;4.4
I0862;10/18/2025 8:39;U086;P054;TipInt004;Holiday Sale;London, UK;4;1.8
I0106;10/18/2025 8:59;U094;P030;TipInt004;Holiday Sale;Berlin, Germany;5;1.4
I0058;10/19/2025 10:02;U063;P035;TipInt002;Regular Day;London, UK;-;2.1
I0179;10/19/2025 8:44;U023;P004;TipInt001;Black Friday;London, UK;-;3.4
I0089;10/21/2025 10:40;U086;P014;TipInt001;Regular Day;London, UK;-;4.4
I0566;10/21/2025 23:24;U090;P016;TipInt004;Cyber Monday;Toronto, Canada;3;4
I0158;10/22/2025 7:51;U046;P043;TipInt004;Cyber Monday;Berlin, Germany;2;1.6
I0233;10/23/2025 15:49;U009;P016;TipInt003;Cyber Monday;Toronto, Canada;-;4
I0401;10/23/2025 18:15;U036;P074;TipInt001;Black Friday;Toronto, Canada;-;2.5
I0112;10/23/2025 21:17;U029;P009;TipInt004;Spring Sale;New York, USA;5;2.5
I0342;10/23/2025 8:02;U078;P009;TipInt003;Black Friday;Toronto, Canada;-;2.5
I0535;10/24/2025 18:14;U088;P019;TipInt001;Spring Sale;New York, USA;-;1.9
I0841;10/25/2025 23:21;U048;P067;TipInt002;Black Friday;Sydney, Australia;-;2.7
I0413;10/25/2025 6:05;U068;P024;TipInt002;Cyber Monday;Sydney, Australia;-;3.1
I0063;10/26/2025 11:33;U033;P094;TipInt003;Holiday Sale;London, UK;-;2.9
I0624;10/26/2025 13:56;U036;P082;TipInt002;Holiday Sale;Toronto, Canada;-;4.8
I0017;10/26/2025 8:33;U040;P002;TipInt003;Spring Sale;Berlin, Germany;-;1.4
I0623;10/26/2025 9:40;U005;P079;TipInt002;Spring Sale;New York, USA;-;5
I0837;10/27/2025 11:15;U074;P011;TipInt004;Cyber Monday;New York, USA;5;2.7
I0030;10/27/2025 19:32;U001;P074;TipInt002;Holiday Sale;Toronto, Canada;-;2.5
I0631;10/28/2025 23:06;U081;P048;TipInt002;Black Friday;Sydney, Australia;-;1.9
I0271;11/13/2025 11:37;U035;P040;TipInt003;Regular Day;Berlin, Germany;-;1.5
I0618;11/13/2025 23:04;U024;P023;TipInt004;Spring Sale;Toronto, Canada;1;1.7
I0165;11/13/2025 8:15;U041;P023;TipInt003;Regular Day;Berlin, Germany;-;1.7
I0114;11/14/2025 20:04;U002;P004;TipInt001;Holiday Sale;London, UK;-;3.4
I0133;11/15/2025 0:36;U083;P047;TipInt003;Cyber Monday;London, UK;-;2
I0523;11/15/2025 10:48;U014;P063;TipInt001;Regular Day;Sydney, Australia;-;3.6
I0148;11/15/2025 16:11;U038;P029;TipInt004;Holiday Sale;London, UK;5;3.2
I0361;11/16/2025 16:06;U011;P089;TipInt004;Regular Day;Toronto, Canada;2;4.3
I0060;11/16/2025 2:01;U090;P084;TipInt004;Regular Day;Toronto, Canada;3;3.7
I0685;11/16/2025 7:08;U000;P024;TipInt004;Black Friday;London, UK;3;3.1
I0612;11/17/2025 13:22;U094;P087;TipInt004;Black Friday;Berlin, Germany;3;2.3
I0686;11/17/2025 17:54;U093;P098;TipInt003;Spring Sale;Toronto, Canada;-;2.9
I0200;11/17/2025 21:06;U081;P020;TipInt003;Regular Day;Sydney, Australia;-;1.4
I0574;11/17/2025 22:47;U028;P080;TipInt004;Cyber Monday;Sydney, Australia;5;2.8
I0128;11/18/2025 23:48;U050;P039;TipInt002;Regular Day;Sydney, Australia;-;1.8
I0597;11/18/2025 3:54;U013;P087;TipInt002;Regular Day;Sydney, Australia;-;2.3
I0003;11/19/2025 21:16;U074;P007;TipInt003;Spring Sale;New York, USA;-;1.6
I0736;11/19/2025 6:32;U034;P092;TipInt002;Spring Sale;Toronto, Canada;-;1.4
I0375;11/19/2025 7:34;U050;P024;TipInt001;Spring Sale;Sydney, Australia;-;3.1
I0830;11/20/2025 5:24;U084;P001;TipInt002;Holiday Sale;New York, USA;-;4.9
I0619;11/21/2025 20:45;U063;P031;TipInt004;Holiday Sale;London, UK;5;2.7
I0877;11/21/2025 20:51;U087;P073;TipInt002;Regular Day;London, UK;-;2.8
I0715;11/23/2025 11:20;U032;P061;TipInt003;Spring Sale;Toronto, Canada;-;4.3
I0164;11/23/2025 12:16;U029;P083;TipInt004;Holiday Sale;New York, USA;3;2.2
I0351;11/23/2025 15:59;U047;P027;TipInt001;Spring Sale;Sydney, Australia;-;1.6
I0546;11/23/2025 6:00;U040;P019;TipInt003;Spring Sale;Berlin, Germany;-;1.9
I0329;11/24/2025 13:23;U031;P062;TipInt002;Cyber Monday;Toronto, Canada;-;1.3
I0417;11/25/2025 11:34;U075;P083;TipInt001;Cyber Monday;Sydney, Australia;-;2.2
I0065;11/25/2025 8:21;U011;P028;TipInt002;Cyber Monday;Toronto, Canada;-;2.6
I0286;11/26/2025 17:29;U093;P080;TipInt002;Regular Day;Toronto, Canada;-;2.8
I0303;11/26/2025 19:31;U091;P050;TipInt003;Black Friday;London, UK;-;2.4
I0761;11/26/2025 2:42;U062;P003;TipInt001;Holiday Sale;Berlin, Germany;-;1.7
I0044;11/27/2025 10:54;U053;P025;TipInt001;Cyber Monday;New York, USA;-;1.8
I0032;11/27/2025 12:30;U076;P036;TipInt004;Spring Sale;Berlin, Germany;5;4.8
I0776;11/27/2025 19:26;U098;P066;TipInt003;Regular Day;Berlin, Germany;-;1.8
I0680;11/27/2025 9:13;U015;P023;TipInt004;Regular Day;Sydney, Australia;4;1.7
I0096;11/27/2025 9:35;U086;P031;TipInt004;Regular Day;London, UK;4;2.7
I0173;11/28/2025 11:39;U040;P034;TipInt003;Holiday Sale;Berlin, Germany;-;1.9
I0934;11/28/2025 3:41;U004;P055;TipInt002;Cyber Monday;London, UK;-;3.3
I0130;11/28/2025 8:35;U075;P098;TipInt004;Holiday Sale;Sydney, Australia;2;2.9
I0832;12/14/2025 16:05;U054;P022;TipInt003;Spring Sale;New York, USA;-;2.6
I0243;12/14/2025 16:38;U078;P028;TipInt002;Cyber Monday;Toronto, Canada;-;2.6
I0681;12/14/2025 17:54;U043;P057;TipInt002;Spring Sale;Toronto, Canada;-;3.1
I0445;12/15/2025 12:14;U055;P001;TipInt001;Regular Day;Berlin, Germany;-;4.9
I0088;12/15/2025 17:27;U013;P024;TipInt001;Regular Day;Sydney, Australia;-;3.1
I0412;12/15/2025 9:31;U096;P021;TipInt003;Cyber Monday;Berlin, Germany;-;1.9
I0778;12/16/2025 21:14;U069;P063;TipInt001;Holiday Sale;Toronto, Canada;-;3.6
I0737;12/16/2025 5:51;U029;P099;TipInt002;Holiday Sale;New York, USA;-;1.6
I0942;12/16/2025 7:00;U018;P069;TipInt004;Spring Sale;Sydney, Australia;4;1.6
I0486;12/16/2025 8:12;U076;P069;TipInt004;Holiday Sale;Berlin, Germany;1;1.6
I0658;12/17/2025 12:40;U039;P038;TipInt003;Regular Day;New York, USA;-;2
I0250;12/17/2025 21:13;U065;P081;TipInt002;Black Friday;Toronto, Canada;-;3.6
I0457;12/17/2025 8:57;U097;P041;TipInt001;Spring Sale;Sydney, Australia;-;3.7
I0673;12/18/2025 10:33;U025;P065;TipInt004;Spring Sale;Sydney, Australia;4;4.7
I0350;12/18/2025 6:03;U027;P090;TipInt004;Holiday Sale;Sydney, Australia;5;4.1
I0201;12/19/2025 12:03;U011;P044;TipInt004;Regular Day;Toronto, Canada;2;2.9
I0763;12/19/2025 18:18;U042;P073;TipInt004;Cyber Monday;London, UK;5;2.8
I0251;12/19/2025 20:06;U005;P010;TipInt003;Black Friday;New York, USA;-;3.2
I0172;12/19/2025 6:48;U063;P033;TipInt002;Black Friday;London, UK;-;4.1
I0804;12/19/2025 8:15;U003;P009;TipInt004;Regular Day;London, UK;1;2.5
I0533;12/20/2025 0:02;U094;P032;TipInt001;Spring Sale;Berlin, Germany;-;4.1
